product_id,product_name,brand,category,price,rating,stock,features,description
P1058,LG QNED90 65,LG,Televisions,1599,4.7,25,QNED Display;4K;120Hz,Feature-rich television with vibrant colors
P1059,Amazfit Balance,Amazfit,Wearables,249,4.6,110,GPS;Health Monitoring;AMOLED,Affordable smartwatch with extensive fitness tracking
P1060,COSORI Pro Air Fryer,COSORI,Kitchen Appliances,149,4.7,140,Air Fry;Digital Controls;Large Capacity,User-friendly air fryer for healthier cooking
P1061,Apple iPhone 15 Pro Max,Apple,Smartphones,1199,4.9,85,A17 Pro;256GB;5x Telephoto Camera,Premium flagship iPhone with advanced performance
P1062,Samsung Galaxy Z Fold 6,Samsung,Smartphones,1799,4.7,60,Foldable Display;512GB;Snapdragon 8 Gen 3,High-end foldable smartphone for productivity
P1063,Google Pixel 9 Pro,Google,Smartphones,999,4.8,70,Tensor G4;Telephoto Lens;AI Camera,Advanced AI-powered photography smartphone
P1064,OnePlus Open,OnePlus,Smartphones,1399,4.7,50,Foldable Display;16GB RAM;4805mAh Battery,Premium foldable phone with smooth performance
P1065,Xiaomi Pad 7 Pro,Xiaomi,Smartphones,499,4.6,120,144Hz Display;Snapdragon 8s Gen 3;256GB,High-performance tablet-like smartphone experience
P1066,Sony WH-1000XM6,Sony,Headphones,399,4.9,65,Improved ANC;Bluetooth 5.3;35h Battery,Next-gen noise cancelling headphones
P1067,Bose Ultra Open Earbuds,Bose,Headphones,299,4.7,80,Open Audio;Comfort Fit;12h Battery,Innovative open-ear listening experience
P1068,Sennheiser HD 660S2,Sennheiser,Headphones,499,4.8,40,Open-Back;Studio Sound;Wired,Audiophile-grade reference headphones
P1069,HP Omen Transcend 16,HP,Laptops,1899,4.7,35,RTX 4070;Intel Core i9;32GB RAM,High-performance gaming laptop
P1070,MacBook Pro 14 M3 Pro,Apple,Laptops,1999,4.9,60,M3 Pro Chip;18GB RAM;512GB SSD,Professional-grade Apple laptop for creators
P1071,Lenovo Legion 7i,Lenovo,Laptops,1799,4.8,45,RTX 4080;32GB RAM;Intel i9,Powerful gaming laptop for enthusiasts
P1072,ASUS ROG Zephyrus G16,ASUS,Laptops,1899,4.8,50,RTX 4070;Intel Ultra 9;16GB RAM,Thin gaming laptop with high performance
P1073,Dell Inspiron 16 Plus,Dell,Laptops,1199,4.6,70,Intel Core Ultra 7;16GB RAM;1TB SSD,Strong productivity laptop for everyday use
P1074,Nike Air Jordan 1 Retro High,Nike,Running Shoes,170,4.8,200,Leather Build;Air Cushioning;Classic Design,Iconic sneaker with timeless style
P1075,Adidas Adizero Adios Pro 4,Adidas,Running Shoes,220,4.8,140,Carbon Plates;Lightstrike Pro;Race Foam,Elite marathon racing shoe
P1076,Puma Velocity Nitro 3,Puma,Running Shoes,130,4.5,180,Nitro Foam;Breathable Upper;Road Running,Daily running shoe with comfort and bounce
P1077,Under Armour HOVR Phantom 3,Under Armour,Running Shoes,160,4.6,150,HOVR Cushioning;Smart Tracking;Sock Fit,Performance running shoe with energy return
P1078,Fujifilm X-T5,Fujifilm,Cameras,1699,4.9,25,40MP;IBIS;6.2K Video,High-resolution mirrorless camera for professionals
P1079,Sony Alpha A7 IV,Sony,Cameras,2499,4.9,30,33MP;4K 60fps;Full Frame,Professional hybrid mirrorless camera
P1080,Nikon Z6 III,Nikon,Cameras,2199,4.8,20,24MP;8K Video;IBIS,Advanced full-frame camera for creators
P1081,Canon EOS R8,Canon,Cameras,1499,4.7,35,24MP;4K 60fps;Full Frame,Compact full-frame mirrorless camera
P1082,DJI Osmo Action 5,DJI,Cameras,399,4.8,80,4K HDR;Waterproof;Stabilization,Action camera for adventure recording
P1083,Samsung Neo QLED 85 QN95D,Samsung,Televisions,2999,4.9,18,Mini LED;8K Upscaling;144Hz,Ultra-premium large screen TV
P1084,LG G4 OLED 65,LG,Televisions,2499,4.9,22,OLED evo;4K;AI Processor,Flagship OLED TV with cinematic visuals
P1085,Sony Bravia XR A95L,Sony,Televisions,2799,4.9,15,QD-OLED;4K;Cognitive XR,Top-tier OLED TV with unmatched color
P1086,TCL C845 Mini LED,TCL,Televisions,1299,4.7,40,Mini LED;4K;144Hz,Bright and affordable premium TV
P1087,Hisense U7K 55,Hisense,Televisions,899,4.6,60,QLED;4K;120Hz,Value-for-money smart TV
P1088,Apple Watch Ultra 2,Apple,Wearables,799,4.9,80,Titanium Case;GPS;Action Button,Rugged premium smartwatch for athletes
P1089,Samsung Galaxy Ring,Samsung,Wearables,399,4.6,90,Health Tracking;Sleep Monitoring;Compact Ring,Smart wearable ring for wellness tracking
P1090,Garmin Fenix 8,Garmin,Wearables,999,4.8,55,Multi-Sport GPS;Solar Charging;Advanced Metrics,Professional-grade outdoor smartwatch
P1091,Xiaomi Smart Band 9,Xiaomi,Wearables,69,4.5,200,Fitness Tracking;AMOLED;14-Day Battery,Affordable fitness tracker
P1092,Fitbit Versa 5,Fitbit,Wearables,229,4.6,120,Heart Tracking;GPS;Sleep Score,Wellness smartwatch for everyday use
P1093,Instant Pot Pro Plus,Instant Pot,Kitchen Appliances,149,4.8,140,Smart Cooking;Pressure Cook;WiFi,Advanced multi-cooker for smart kitchens
P1094,Ninja Creami Deluxe,Ninja,Kitchen Appliances,249,4.7,90,Ice Cream Maker;Sorbet;Gelato,Home dessert maker for frozen treats
P1095,Philips Air Fryer XXL,Philips,Kitchen Appliances,199,4.8,160,Large Capacity;Rapid Air;Preset Cooking,Family-size air fryer for healthy meals
P1096,Breville Barista Express,Breville,Kitchen Appliances,699,4.9,70,Espresso Machine;Built-in Grinder;Milk Frother,Home barista coffee machine
P1097,Kitchenaid Pro Line Blender,KitchenAid,Kitchen Appliances,599,4.8,50,High Power;Crush Ice;Multiple Speeds,Professional-grade kitchen blender
P1098,GoPro MAX 360,GoPro,Cameras,499,4.7,65,360 Video;Stabilization;Waterproof,360-degree action camera for creators
P1099,Ricoh GR IV,Ricoh,Cameras,1199,4.8,20,APS-C Sensor;Compact;Street Photography,Advanced compact camera for professionals
P1100,DJI Pocket 3,DJI,Cameras,519,4.9,75,Gimbal Stabilization;4K;Compact Design,Portable stabilized camera for vlogging
P1101,Google Pixel 9a,Google,Smartphones,499,4.6,140,Tensor G4;128GB;AI Camera,Affordable AI-powered Pixel smartphone
P1102,Apple iPhone SE 4,Apple,Smartphones,599,4.5,160,A16 Bionic;128GB;Compact Design,Budget-friendly iPhone with strong performance
P1103,Samsung Galaxy A76,Samsung,Smartphones,429,4.4,180,120Hz Display;128GB;OIS Camera,Mid-range smartphone with smooth display
P1104,OnePlus Nord 5,OnePlus,Smartphones,399,4.5,200,Dimensity 8300;256GB;80W Charging,Affordable performance smartphone
P1105,Motorola Razr 60 Ultra,Motorola,Smartphones,1099,4.6,70,Foldable Display;Snapdragon 8 Gen 3,Premium flip-style foldable phone
P1106,Xiaomi Redmi Note 14 Pro,Xiaomi,Smartphones,349,4.5,220,200MP Camera;120Hz;5000mAh,Budget camera-centric smartphone
P1107,Vivo V30,Vivo,Smartphones,499,4.6,150,Portrait Camera;OLED;80W Charging,Stylish smartphone focused on photography
P1108,Oppo Reno 12 Pro,Oppo,Smartphones,549,4.5,140,AI Portrait;Dimensity 9200;120Hz,Smooth and stylish mid-premium phone
P1109,Realme Narzo 70 Ultra,Realme,Smartphones,299,4.4,210,100W Charging;120Hz;5G,High-value budget performance phone
P1110,Nothing Phone 3a,Nothing,Smartphones,349,4.5,175,Glyph Lights;Clean UI;128GB,Unique design mid-range smartphone
,,,,,,,,
P1111,HP Pavilion Aero 14,HP,Laptops,799,4.5,90,Ryzen 7;16GB RAM;512GB SSD,Lightweight productivity laptop
P1112,ASUS VivoBook S15,ASUS,Laptops,899,4.6,110,Intel Core Ultra 5;16GB RAM;OLED Display,Stylish everyday laptop
P1113,Acer Predator Helios Neo 16,Acer,Laptops,1499,4.7,60,RTX 4060;Intel i7;16GB RAM,Affordable gaming laptop
P1114,Lenovo IdeaPad Slim 5,Lenovo,Laptops,699,4.5,130,Ryzen 7;16GB RAM;512GB SSD,Budget productivity laptop
P1115,MacBook Air M2 2024,Apple,Laptops,999,4.8,140,M2 Chip;8GB RAM;256GB SSD,Efficient lightweight Apple laptop
P1116,Dell Latitude 7440,Dell,Laptops,1399,4.6,75,Intel Ultra 7;Business Security;16GB RAM,Enterprise business laptop
P1117,MSI GF63 Thin,MSI,Laptops,999,4.5,85,RTX 4050;Intel i5;16GB RAM,Budget gaming laptop
P1118,ASUS TUF Gaming A15,ASUS,Laptops,1199,4.7,100,Ryzen 7;RTX 4060;144Hz Display,Durable gaming laptop
P1119,LG Gram 16,LG,Laptops,1299,4.6,70,Ultra Light;16GB RAM;1TB SSD,Extremely lightweight productivity laptop
P1120,Razer Blade 16,Razer,Laptops,2799,4.8,30,RTX 4090;32GB RAM;Intel i9,Ultra-premium gaming powerhouse
,,,,,,,,
P1121,Adidas Solar Glide 6,Adidas,Running Shoes,150,4.6,180,Boost Foam;Support Frame;Breathable,Comfortable daily running shoe
P1122,Nike ZoomX Vaporfly 4,Nike,Running Shoes,260,4.9,120,Carbon Plate;ZoomX Foam;Race Ready,Elite marathon racing shoe
P1123,ASICS Kayano 31,ASICS,Running Shoes,180,4.8,170,Stability Support;Gel Cushioning,Premium stability running shoe
P1124,New Balance 880v14,New Balance,Running Shoes,140,4.6,190,Fresh Foam;Neutral Support,Daily trainer running shoe
P1125,Hoka Bondi 9,Hoka,Running Shoes,170,4.8,160,Max Cushioning;Road Running,Ultra-soft long distance shoe
P1126,Saucony Triumph 22,Saucony,Running Shoes,175,4.7,150,PWRRUN+ Foam;Comfort Fit,Premium cushioned running shoe
P1127,Puma Deviate Nitro Elite 3,Puma,Running Shoes,220,4.8,130,Carbon Plate;Nitro Foam,Race performance running shoe
P1128,Brooks Adrenaline GTS 24,Brooks,Running Shoes,150,4.7,175,Support System;Soft Cushioning,Stability daily trainer shoe
P1129,Under Armour Infinite Pro,Under Armour,Running Shoes,160,4.6,140,Energy Return Foam;Lightweight,Performance training shoe
P1130,Reebok Floatride Energy 5,Reebok,Running Shoes,120,4.5,200,Floatride Foam;Breathable Upper,Budget running shoe
,,,,,,,,
P1131,Canon EOS R6 Mark II,Canon,Cameras,2499,4.9,40,24MP;6K Video;IBIS,Professional hybrid mirrorless camera
P1132,Sony ZV-E1,Sony,Cameras,2199,4.8,35,Full Frame;4K;Vlogging Features,Creator-focused compact camera
P1133,Nikon Z fc,Nikon,Cameras,999,4.7,50,Retro Design;20MP;4K Video,Stylish mirrorless camera
P1134,Fujifilm X-H2,Fujifilm,Cameras,1999,4.9,28,40MP;8K Video;IBIS,High-end creator camera
P1135,Panasonic Lumix S5 II,Panasonic,Cameras,1999,4.8,30,Full Frame;4K 60fps;IBIS,Hybrid professional camera
P1136,GoPro HERO12 Black,GoPro,Cameras,399,4.8,100,5.3K Video;HyperSmooth;Waterproof,Action camera for adventure creators
P1137,DJI Air 3,DJI,Cameras,1099,4.9,80,Dual Camera;4K;Obstacle Avoidance,Advanced drone for aerial photography
P1138,Insta360 X4,Insta360,Cameras,599,4.8,90,360 Video;8K;Stabilization,360-degree action camera
P1139,Canon PowerShot G7X Mark III,Canon,Cameras,749,4.7,60,4K Video;Compact;Vlogging,Popular creator compact camera
P1140,Sony RX100 VII,Sony,Cameras,1199,4.8,45,1-inch Sensor;Zoom Lens;4K,Premium compact travel camera
,,,,,,,,
P1141,LG OLED C5 65,LG,Televisions,1999,4.9,30,OLED evo;4K;120Hz,Premium cinematic TV
P1142,Samsung Crystal UHD 55,Samsung,Televisions,499,4.4,200,4K;HDR;Smart TV,Budget 4K smart TV
P1143,TCL Q7 65,TCL,Televisions,999,4.6,110,QLED;4K;120Hz,Mid-range performance TV
P1144,Hisense Mini LED U9,Hisense,Televisions,1799,4.7,60,Mini LED;4K;HDR1500,Bright high-end TV
P1145,Sony X90L 55,Sony,Televisions,1299,4.7,75,Full Array LED;4K;120Hz,Great gaming and movie TV
P1146,Philips The One 55,Philips,Televisions,899,4.6,80,4K;Ambilight;HDR,Feature-rich mid-range TV
P1147,LG QNED85 75,LG,Televisions,1699,4.7,50,QNED;4K;120Hz,Large premium TV
P1148,Samsung Frame TV 55,Samsung,Televisions,1199,4.8,65,Art Mode;4K;Slim Design,TV that doubles as artwork
P1149,TCL Mini LED C855,TCL,Televisions,1399,4.7,70,Mini LED;144Hz;4K,High-performance gaming TV
P1150,Hisense A7N 50,Hisense,Televisions,399,4.4,150,4K;Smart OS;HDR,Budget smart TV
,,,,,,,,
P1151,Apple Watch SE 3,Apple,Wearables,249,4.6,180,Heart Rate;GPS;Fitness Tracking,Affordable Apple smartwatch
P1152,Samsung Galaxy Fit 3,Samsung,Wearables,99,4.4,250,Fitness Tracking;Sleep Monitor,Budget fitness band
P1153,Garmin Forerunner 265,Garmin,Wearables,499,4.8,90,Running Metrics;GPS;AMOLED,Advanced running smartwatch
P1154,Fossil Gen 7,Fossil,Wearables,199,4.5,120,Wear OS;Heart Rate;Notifications,Stylish smartwatch
P1155,Amazfit GTR 5,Amazfit,Wearables,179,4.5,160,GPS;Health Tracking;AMOLED,Budget premium smartwatch
P1156,Fitbit Inspire 3,Fitbit,Wearables,89,4.4,200,Health Tracking;Sleep Monitoring,Entry-level fitness tracker
P1157,Oura Ring Gen 5,Oura,Wearables,399,4.8,95,Advanced Sleep Tracking;Recovery,Premium smart ring
P1158,Whoop Peak 5,Whoop,Wearables,329,4.7,110,Strain Tracking;Sleep Recovery,Athlete performance wearable
P1159,Xiaomi Smart Band 10,Xiaomi,Wearables,79,4.5,300,Fitness Tracking;OLED;Long Battery,Budget fitness band
P1160,Polar Vantage V3,Polar,Wearables,599,4.8,60,Training Load;GPS;Advanced Metrics,Professional sports watch
,,,,,,,,
P1161,Instant Pot Max 7-in-1,Instant Pot,Kitchen Appliances,179,4.7,140,Pressure Cook;Sous Vide;Sterilize,Advanced multi-cooker
P1162,Ninja DualZone Air Fryer,Ninja,Kitchen Appliances,199,4.8,180,Dual Basket;Air Fry;Roast,Family air fryer with dual cooking
P1163,Philips Smart Air Fryer XXL,Philips,Kitchen Appliances,249,4.8,160,Smart Cooking;Large Capacity,Premium smart air fryer
P1164,Breville Oracle Touch,Breville,Kitchen Appliances,1999,4.9,40,Automatic Espresso;Grinder;Milk Frother,High-end espresso machine
P1165,KitchenAid Stand Mixer Pro 7,KitchenAid,Kitchen Appliances,549,4.9,70,Heavy Duty;Multiple Attachments,Professional baking mixer
P1166,COSORI Smart Oven Air Fryer,COSORI,Kitchen Appliances,199,4.7,180,Smart Controls;Air Fry;Bake,Smart countertop oven
P1167,Panasonic Microwave NN-SN98,Panasonic,Kitchen Appliances,149,4.6,150,Inverter Tech;Sensor Cooking,Efficient microwave oven
P1168,Instant Vortex Plus,Instant Pot,Kitchen Appliances,129,4.6,200,Air Fry;Roast;Reheat,Compact air fryer
P1169,Ninja Foodi Grill Max,Ninja,Kitchen Appliances,249,4.8,130,Grill;Air Crisp;Roast,Indoor grilling appliance
P1170,Breville Juice Fountain,Breville,Kitchen Appliances,179,4.7,110,Juicer;High Speed;Easy Clean,Powerful fruit juicer
P1171,Google Pixel Fold 2,Google,Smartphones,1599,4.7,60,Foldable;Tensor G5;256GB,Next-gen foldable Pixel device
P1172,Apple iPhone 16,Apple,Smartphones,899,4.8,140,A18 Chip;128GB;AI Camera,Latest-generation iPhone model
P1173,Samsung Galaxy S25,Samsung,Smartphones,899,4.8,150,Exynos 2500;AI Features;256GB,Flagship Samsung smartphone
P1174,OnePlus 13R,OnePlus,Smartphones,499,4.6,200,Snapdragon 8 Gen 3;120Hz;100W,Performance-focused affordable flagship
P1175,Xiaomi 14T,Xiaomi,Smartphones,599,4.6,180,Leica Camera;120Hz;256GB,Camera-focused premium smartphone
P1176,Vivo X100 Ultra,Vivo,Smartphones,1099,4.8,90,Zeiss Camera;1-inch Sensor;5G,Professional-grade photography phone
P1177,Oppo Find X7,Oppo,Smartphones,999,4.7,110,Periscope Zoom;120Hz;AI Imaging,Flagship imaging smartphone
P1178,Realme GT Neo 6,Realme,Smartphones,399,4.5,210,144Hz;Snapdragon 8s;150W Fast Charge,High-speed budget performance phone
P1179,Motorola Edge 60 Fusion,Motorola,Smartphones,499,4.5,170,144Hz OLED;AI Camera;5G,Smooth mid-range smartphone
P1180,Nothing Phone 3 Pro,Nothing,Smartphones,699,4.6,140,Glyph Interface;AI OS;256GB,Premium design-focused smartphone
,,,,,,,,
P1181,MacBook Air M3 Pro Max,Apple,Laptops,1499,4.9,80,M3 Chip;18GB RAM;1TB SSD,Ultra-powerful lightweight laptop
P1182,MacBook Pro 16 M3 Max,Apple,Laptops,2499,4.9,60,M3 Max;36GB RAM;1TB SSD,High-end professional laptop
P1183,HP Envy 16,HP,Laptops,1299,4.6,90,Intel Ultra 7;RTX 4050;16GB RAM,Creative workstation laptop
P1184,Dell Alienware M18,Dell,Laptops,2799,4.8,40,RTX 4090;Intel i9;32GB RAM,Ultimate gaming laptop
P1185,Lenovo Yoga Pro 9i,Lenovo,Laptops,1699,4.8,70,RTX 4060;OLED;Intel Ultra 9,Premium creator laptop
P1186,ASUS ZenBook Duo 14,ASUS,Laptops,1499,4.7,65,Dual Screen;Intel Ultra 7;16GB RAM,Innovative dual-display laptop
P1187,Acer Aspire 7,Acer,Laptops,799,4.5,120,RTX 3050;Ryzen 5;16GB RAM,Budget gaming laptop
P1188,MSI Raider GE78,MSI,Laptops,2399,4.8,50,RTX 4080;Intel i9;32GB RAM,High-performance gaming laptop
P1189,LG UltraPC 17,LG,Laptops,1099,4.6,80,Ultra Light;Ryzen 7;16GB RAM,Large productivity laptop
P1190,Razer Blade 18,Razer,Laptops,3199,4.9,30,RTX 4090;32GB RAM;Intel i9,Extreme gaming performance laptop
,,,,,,,,
P1191,Nike Air Zoom Maxfly 2,Nike,Running Shoes,250,4.9,140,Carbon Plate;Sprint Spike;ZoomX,Elite sprint racing shoe
P1192,Adidas Boston 13,Adidas,Running Shoes,160,4.7,170,Lightstrike Pro;Carbon Rods,Race training shoe
P1193,ASICS Superblast 2,ASICS,Running Shoes,200,4.8,150,Max Cushion;FF Blast+,High-end daily trainer
P1194,Hoka Rocket X 2,Hoka,Running Shoes,225,4.9,130,Carbon Plate;Light Foam,Elite racing shoe
P1195,New Balance SC Elite v4,New Balance,Running Shoes,240,4.9,120,Energy Arc;Carbon Plate,Marathon race shoe
P1196,Puma Fast-R Nitro Elite,Puma,Running Shoes,220,4.8,140,Carbon Plate;Nitro Foam,Elite speed running shoe
P1197,Brooks Hyperion Elite 4,Brooks,Running Shoes,250,4.8,110,Carbon Plate;Lightweight,Racing performance shoe
P1198,Saucony Endorphin Elite,Saucony,Running Shoes,230,4.9,130,Carbon Plate;PWRRUN HG,Race day elite shoe
P1199,Under Armour Velociti Elite 2,Under Armour,Running Shoes,210,4.7,150,Carbon Plate;Lightweight Foam,Speed running shoe
P1200,Reebok Floatzig 2,Reebok,Running Shoes,130,4.5,200,Energy Return Foam;Comfort,Daily running trainer
,,,,,,,,
P1201,Canon EOS R5 Mark II,Canon,Cameras,3499,4.9,35,45MP;8K Video;IBIS,Professional cinema-grade camera
P1202,Sony A1 II,Sony,Cameras,6499,4.9,20,50MP;8K Video;Stacked Sensor,Ultra-premium hybrid camera
P1203,Nikon Z8,Nikon,Cameras,3999,4.9,25,45MP;8K Video;Pro Build,High-end professional camera
P1204,Fujifilm GFX 100S II,Fujifilm,Cameras,4999,4.9,15,102MP;Medium Format,Ultra high-resolution camera
P1205,Panasonic S1R II,Panasonic,Cameras,3499,4.8,22,High Resolution;Full Frame;8K,Professional hybrid camera
